,word,gls,stem,affixes,nonfinite.affixes
460,ʈakaʦ-uiba,fall-pst.3f.sg-irr,fall,"pst, 3f, sg, irr",
461,kʰaː-u,pull_out-imp.pl,pull_out,"imp, pl",
462,nes-iba,come_out-fut.3sg,come_out,"fut, 3sg",
463,guʂa-inaaŋga-i,hole-cv-throw-cv,hole,"cv, throw, cv",cv
464,d-isa,go-fut.2sg,go,"fut, 2sg",
465,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
466,ʥ-i,come-cv,come,cv,cv
467,ʥ-i,come-cv,come,cv,cv
468,lubɽa-um-ãː,roll-pst.1sg-dat,roll,"pst, 1sg, dat",
469,ʥ-i,come-cv,come,cv,cv
470,bua,be.pst.3m.sg,be,"pst, 3m, sg",
471,ʈakaʦ-ui,fall-pst.3f.sg,fall,"pst, 3f, sg",
472,ʈakaʦ-ui-ãː,fall-pst.3f.sg-dat,fall,"pst, 3f, sg, dat",
473,lik-i,pull-cv,pull,cv,cv
474,kʰaː-um-ãː,pull_out-pst.1sg-dat,pull_out,"pst, 1sg, dat",
475,nes-ua,come_out-pst.3m.sg,come_out,"pst, 3m, sg",
476,baːl-um-ãː,look-pst.1sg-dat,look,"pst, 1sg, dat",
477,bui,be.pst.3f.sg,be,"pst, 3f, sg",
478,aːjim,come.pst.1f.sg,come,"pst, 1f, sg",
479,ʥa-um,say-pst.1sg,say,"pst, 1sg",
480,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
481,tʰanaiu,be.prs.2pl,be,"prs, 2pl",
482,ʥa-i,say-cv,say,cv,cv
483,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
484,ʥa-i,say-cv,say,cv,cv
485,nes-ok,come_out-pst.1pl,come_out,"pst, 1pl",
486,ʥa-i,say-cv,say,cv,cv
487,ke-jik-i,do-vn,do,vn,vn
488,bot,be.pst.3pl,be,"pst, 3pl",
489,saːt-on,raise-pst.3pl,raise,"pst, 3pl",
490,bui,be.pst.3f.sg,be,"pst, 3f, sg",
491,tʰɪ-maːn,be-ptcp.ipf,be,"ptcp, ipf",
492,bui,be.pst.3f.sg,be,"pst, 3f, sg",
493,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
494,ʥa-won,say-pst.3pl,say,"pst, 3pl",
495,baːl-a,look-imp.sg,look,"imp, sg",
496,d-imek,go-prs.1pl,go,"prs, 1pl",
497,d-imek,go-prs.1pl,go,"prs, 1pl",
498,ʥ-imek,come-prs.1pl,come,"prs, 1pl",
499,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
500,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
501,ʥa-us,say-pst.3sg,say,"pst, 3sg",
502,baːl-a,look-imp.sg,look,"imp, sg",
503,le-wu,find-pst.2sg,find,"pst, 2sg",
504,le-u-e,find-pst.2sg,find,"pst, 2sg",
505,ʑu-ik-an-a,eat-vn-gen-m,eat,"vn, gen, m",vn
506,le-wu-e,find-pst.2sg,find,"pst, 2sg",
507,tala-maːntisa,put-debit.2sg,put,"debit, 2sg",
508,tala-wu,put-opt,put,opt,
509,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
510,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
511,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
512,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
513,ʥa-us,say-pst.3sg,say,"pst, 3sg",
514,sonta-men-i,wipe-ptcp.ipf-erg/ins,wipe,"ptcp, ipf, erg/ins",
515,le-us,find-pst.3sg,find,"pst, 3sg",
516,le-us-ãː,find-pst.3sg-dat,find,"pst, 3sg, dat",
517,ʥa-us,say-pst.3sg,say,"pst, 3sg",
518,aːj-i,come-cv,come,cv,cv
519,aːjia-ãː,come.pst.3sg-dat,come,"pst, 3sg, dat",
520,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
521,ʥa-i,say-cv,say,cv,cv
522,ʑu-nus,eat-pst.3sg,eat,"pst, 3sg",
523,ʑu-ik-e,eat-vn-erg/ins,eat,"vn, erg/ins",vn
524,aːj-i,come-cv,come,cv,cv
525,ʥ-i,come-cv,come,cv,cv
526,bua,be.pst.3m.sg,be,"pst, 3m, sg",
527,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
528,bua,be.pst.3m.sg,be,"pst, 3m, sg",
529,ʑu-num,eat-pst.1sg,eat,"pst, 1sg",
530,ʥa-us,say-pst.3sg,say,"pst, 3sg",
531,ʑu-num,eat-pst.1sg,eat,"pst, 1sg",
532,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
533,di,go.cv,go,cv,cv
534,ɬi,give.cv,give,cv,cv
535,ke,do.cv,do,cv,cv
536,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
537,kejema,do-fut.1sg,do,"fut, 1sg",
538,ʥa-i,say-cv,say,cv,cv
539,uʂʈ-i,get_up-cv,get_up,cv,cv
540,bui,be.pst.3f.sg,be,"pst, 3f, sg",
541,ga-i,go-cv,go,cv,cv
542,bui,be.pst.3f.sg,be,"pst, 3f, sg",
543,bua,be.pst.3m.sg,be,"pst, 3m, sg",
544,naŋga-i,throw-cv,throw,cv,cv
545,tala-idaːus,put-dist.pst.3sg,put,"dist, pst, 3sg",
546,paʦa-i,cook-cv,cook,cv,cv
547,ʑu-maːn,eat-ptcp.ipf,eat,"ptcp, ipf",
548,bui,be.pst.3f.sg,be,"pst, 3f, sg",
549,bib-ui,happen-pst.3f.sg,happen,"pst, 3f, sg",
550,bib-ui-ãː,happen-pst.3f.sg-dat,happen,"pst, 3f, sg, dat",
551,di,go.cv,go,cv,cv
552,di,go.cv,go,cv,cv
553,p-wus,drink-pst.3sg,drink,"pst, 3sg",
554,baːl-i,look-cv,look,cv,cv
555,ʑu-itim-ãː,eat-prf.1f.sg-dat,eat,"prf, 1f, sg, dat",
556,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
557,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
558,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
559,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
560,ʥa-us,say-pst.3sg,say,"pst, 3sg",
561,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
562,sonta-maːn,wipe-ptcp.ipf,wipe,"ptcp, ipf",
563,bum,be.pst.1f.sg,be,"pst, 1f, sg",
564,sonta-maːnbum-ãː,wipe-ptcp.ipf-be.pst.1f.sg-dat,wipe,"ptcp, ipf, be, pst, 1f, sg, dat",
565,sonta-maːnbum-ãːsonta-maːnbum-ãː,wipe-ptcp.ipf-be.pst.1f.sg-dat-wipe-ptcp.ipf-be.pst.1f.sg-dat,wipe,"ptcp, ipf, be, pst, 1f, sg, dat, wipe, ptcp, ipf, be, pst, 1f, sg, dat",
566,le-um,find-pst.1sg,find,"pst, 1sg",
567,le-ji,find-cv,find,cv,cv
568,ʥa-um,say-pst.1sg,say,"pst, 1sg",
569,aːj-i,come-cv,come,cv,cv
570,ʑu-ik-i,eat-vn-erg/ins,eat,"vn, erg/ins",vn
571,aːj-i,come-cv,come,cv,cv
572,aːjia-ãː,come.pst.3sg-dat,come,"pst, 3sg, dat",
573,ke-ik-i,do-vn,do,vn,vn
574,bui,be.pst.3f.sg,be,"pst, 3f, sg",
575,ke-ik-i,do-vn,do,vn,vn
576,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
577,ʥa-um,say-pst.1sg,say,"pst, 1sg",
578,bua,be.pst.3m.sg,be,"pst, 3m, sg",
579,ʑu-num,eat-pst.1sg,eat,"pst, 1sg",
580,ʥa-um-ãː,say-pst.1sg-dat,say,"pst, 1sg, dat",
581,ke,do.cv,do,cv,cv
582,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
583,ɬi,give.cv,give,cv,cv
584,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
585,ke-us,do-pst.3sg,do,"pst, 3sg",
586,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
587,tala-i,put-cv,put,cv,cv
588,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
589,d-i,go-cv,go,cv,cv
590,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
591,ke-ma,do-fut.1sg,do,"fut, 1sg",
592,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
593,baːle-ma,clean-fut.1sg,clean,"fut, 1sg",
594,tʰinim,be.prs.1f.sg,be,"prs, 1f, sg",
595,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
596,ke-ma,do-fut.1sg,do,"fut, 1sg",
597,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
598,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
599,ʥa-us,say-pst.3sg,say,"pst, 3sg",
600,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
601,ʥa-i,say-cv,say,cv,cv
602,go-i,take-cv,take,cv,cv
603,aːj-i,come-cv,come,cv,cv
604,ʥ-i,come-cv,come,cv,cv
605,fed-ui,arrive-pst.3f.sg,arrive,"pst, 3f, sg",
606,fed-i,arrive-cv,arrive,cv,cv
607,tala-i,put-cv,put,cv,cv
608,led-us,put_in.the.stove-pst.3sg,put_in,"the, stove, pst, 3sg",
609,led-us-a,put_in.the.stove-pst.3sg,put_in,"the, stove, pst, 3sg",
610,paʦ-iba,be.cooked-fut.3sg,be,"cooked, fut, 3sg",
611,ʥ-ik-an-i,come-vn-gen-f,come,"vn, gen, f",vn
612,bui,be.pst.3f.sg,be,"pst, 3f, sg",
613,bui,be.pst.3f.sg,be,"pst, 3f, sg",
614,ʥ-i,come-cv,come,cv,cv
615,ʑu-non,eat-pst.3pl,eat,"pst, 3pl",
616,ʑu-i,eat-cv,eat,cv,cv
617,niʂ-ot,sit-pst.3pl,sit,"pst, 3pl",
618,bui,be.pst.3f.sg,be,"pst, 3f, sg",
619,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
620,gait,go.pst.3pl,go,"pst, 3pl",
621,aːj-i,come-cv,come,cv,cv
622,ʥ-i,come-cv,come,cv,cv
623,ʥa-us,say-pst.3sg,say,"pst, 3sg",
624,aːj-isa-a,come-fut.2sg,come,"fut, 2sg",
625,ʥa-us,say-pst.3sg,say,"pst, 3sg",
626,aːj-sa-a,come-fut.2sg,come,"fut, 2sg",
627,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
628,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
629,aːjim,come.pst.1f.sg,come,"pst, 1f, sg",
630,ʥa-us,say-pst.3sg,say,"pst, 3sg",
631,ʥa,say,say,,
632,baːl-ema,look-fut.1sg,look,"fut, 1sg",
633,ʥa-i,say-cv,say,cv,cv
634,di,go.cv,go,cv,cv
635,baːl-imem,look-prs.1sg,look,"prs, 1sg",
636,ʥa-i,say-cv,say,cv,cv
637,tala-i,put-cv,put,cv,cv
638,kʰaː-i,pull_out-cv,pull_out,cv,cv
639,ʑu-jau,eat,eat,,
640,nes-i-i,come_out-cv,come_out,cv,cv
641,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
642,ga-i,go-cv,go,cv,cv
643,ʥa-won,say-pst.3pl,say,"pst, 3pl",
644,bua,be.pst.3m.sg,be,"pst, 3m, sg",
645,saːt-imek,raise-prs.1pl,raise,"prs, 1pl",
646,nes-i,come_out-cv,come_out,cv,cv
647,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
648,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
649,ʥ-imet-aː,come-prs.3pl,come,"prs, 3pl",
650,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
651,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
652,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
653,daːm-itu,catch-prf.2sg,catch,"prf, 2sg",
654,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
655,ʥa-us,say-pst.3sg,say,"pst, 3sg",
656,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
657,leɽa-a,show-imp.sg,show,"imp, sg",
658,ke-maːn,do-prs.3sg,do,"prs, 3sg",
659,aːj-i,come-cv,come,cv,cv
660,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
661,baːl-imim,look-prs.1sg,look,"prs, 1sg",
662,ʥa-aa-i,say-cv,say,cv,cv
663,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
664,ʥa-us,say-pst.3sg,say,"pst, 3sg",
665,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
666,leɽa-a,show-imp.sg,show,"imp, sg",
667,ʥa-us,say-pst.3sg,say,"pst, 3sg",
668,baːl-us-ãː,look-pst.3sg-dat,look,"pst, 3sg, dat",
669,tal-idaːus,put-dist.pst.3sg,put,"dist, pst, 3sg",
670,kʰaː-i,pull_out-cv,pull_out,cv,cv
671,ʑu-i,eat-cv,eat,cv,cv
672,daːm-ituaː,catch,catch,,
673,kʰaː-i,pull_out-cv,pull_out,cv,cv
674,ʑu-itus,eat-prf.3sg,eat,"prf, 3sg",
675,naŋga-i,throw-cv,throw,cv,cv
676,tala-i,put-cv,put,cv,cv
677,tala-i,put-cv,put,cv,cv
678,tala-i,put-cv,put,cv,cv
679,tala-i,put-cv,put,cv,cv
680,por-on,fill-pst.3pl,fill,"pst, 3pl",
681,por-i,fill-cv,fill,cv,cv
682,ker-a,do-imp.sg,do,"imp, sg",
683,ʥa-us,say-pst.3sg,say,"pst, 3sg",
684,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
685,d-imek,go-prs.1pl,go,"prs, 1pl",
686,ʥa-us,say-pst.3sg,say,"pst, 3sg",
687,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
688,wali-jaː,hide,hide,,
689,gaː-i,carry-cv,carry,cv,cv
690,walia-ka,hide,hide,,
691,kʰʊʂ-on,dig-pst.3pl,dig,"pst, 3pl",
692,kʰuʂ-on,dig-pst.3pl,dig,"pst, 3pl",
693,naŋa-i,throw-cv,throw,cv,cv
694,lis-ot,fall-pst.3pl,fall,"pst, 3pl",
695,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
696,bim,be.pst.1f.sg,be,"pst, 1f, sg",
697,kʰuɕ-i,dig-cv,dig,cv,cv
698,d-ika,go-fut.1pl,go,"fut, 1pl",
699,ʥa-us,say-pst.3sg,say,"pst, 3sg",
700,ker-esa,do-fut.2sg,do,"fut, 2sg",
701,tala-i,put-cv,put,cv,cv
702,niʂ,sit.imp,sit,imp,
703,aːj-i,come-cv,come,cv,cv
704,ʥaː,say.imp,say,imp,
705,gaː-iton,take-prf.3pl,take,"prf, 3pl",
706,baːl-a,look-imp.sg,look,"imp, sg",
707,ke,do.cv,do,cv,cv
708,woi-tum,make-prf.1sg,make,"prf, 1sg",
709,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
710,ʥa-i,say-cv,say,cv,cv
711,kej,do.cv,do,cv,cv
712,wai-tum,make-prf.1sg,make,"prf, 1sg",
713,iʈik,jump,jump,,
714,kʰaː-i,pull_out-cv,pull_out,cv,cv
715,baːl-on-ãː,look-pst.3pl-dat,look,"pst, 3pl, dat",
716,go-idaːus,take-dist.pst.3sg,take,"dist, pst, 3sg",
717,fed-ui,arrive-pst.3f.sg,arrive,"pst, 3f, sg",
718,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
719,ʥa-us,say-pst.3sg,say,"pst, 3sg",
720,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
721,aj-sa-a,come-fut.2pl,come,"fut, 2pl",
722,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
723,taŋg,lie,lie,,
724,bu-sa-a,become-fut.2pl,become,"fut, 2pl",
725,baka-itu,throw_away-prf.2sg,throw_away,"prf, 2sg",
726,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
727,baka-itum,throw_away-prf.1sg,throw_away,"prf, 1sg",
728,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
729,ta-idaːon,see-dist.pst.3pl,see,"dist, pst, 3pl",
730,go-id-itanet,take-cv-go-prf.3pl,take,"cv, go, prf, 3pl",cv
731,go-id-itanetgo-id-itanet,take-cv-go-prf.3pl-take-cv-go-prf.3pl,take,"cv, go, prf, 3pl, take, cv, go, prf, 3pl",cv
732,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
733,baːl-a,look-imp.sg,look,"imp, sg",
734,tala-i,put-cv,put,cv,cv
735,woi-tum,make-prf.1sg,make,"prf, 1sg",
736,woi-tum,make-prf.1sg,make,"prf, 1sg",
737,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
738,kʰaː-i,pull_out-cv,pull_out,cv,cv
739,ɬ-a,give-imp.sg,give,"imp, sg",
740,ʥa-us,say-pst.3sg,say,"pst, 3sg",
741,ɬi,give.cv,give,cv,cv
742,kʰaː-i,pull_out-cv,pull_out,cv,cv
743,iʈik-ui,jump-pst.3f.sg,jump,"pst, 3f, sg",
744,kʰaː-i,pull_out-cv,pull_out,cv,cv
745,iʈik-i,jump-cv,jump,cv,cv
746,ɬi,give.cv,give,cv,cv
747,di,go.cv,go,cv,cv
748,naŋga-inaŋa-i,throw-cv-throw-cv,throw,"cv, throw, cv",cv
749,naŋga-inaŋa-inaŋga-inaŋa-i,throw-cv-throw-cv-throw-cv-throw-cv,throw,"cv, throw, cv, throw, cv, throw, cv",cv
750,di,go.cv,go,cv,cv
751,ɬi,give.cv,give,cv,cv
752,nes-i,come_out-cv,come_out,cv,cv
753,tala-i,put-cv,put,cv,cv
754,tala-i,put-cv,put,cv,cv
755,tala-i,put-cv,put,cv,cv
756,tala-i,put-cv,put,cv,cv
757,ke-i,do-cv,do,cv,cv
758,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
759,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
760,bua,be.pst.3m.sg,be,"pst, 3m, sg",
761,wuʈa-i,stand_caus-cv,stand_caus,cv,cv
762,d-imek,go-prs.1pl,go,"prs, 1pl",
763,baːl-a,look-imp.sg,look,"imp, sg",
764,tala-asa,put-fut.2sg,put,"fut, 2sg",
765,pe-jiba,spread(?)-fut.3sg,spread(?),"fut, 3sg",
766,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
767,tʰan,be.prs.3m.sg,be,"prs, 3m, sg",
768,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
769,duwa-i,wash-cv,wash,cv,cv
770,tala-i,put-cv,put,cv,cv
771,pe-ua-ãː,spread(?)-pst.3m.sg-dat,spread(?),"pst, 3m, sg, dat",
772,lung-ua,bloom(?)-pst.3m.sg,bloom(?),"pst, 3m, sg",
773,lung-ua-ãː,bloom(?)-pst.3m.sg-dat,bloom(?),"pst, 3m, sg, dat",
774,aːjat-ãː,come.pst.3pl-dat,come,"pst, 3pl, dat",
775,ta-won,see-pst.3pl,see,"pst, 3pl",
776,gurunz-ot,scold-pst.3pl,scold,"pst, 3pl",
777,tala-as,put,put,,
778,ʥa-ua,say-pst.3m.sg,say,"pst, 3m, sg",
779,tala-u,put-imp.pl,put,"imp, pl",
780,baːl-a-a,look-imp.sg,look,"imp, sg",
781,ke-sa,do-fut.2pl,do,"fut, 2pl",
782,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
783,baːl-a,look-imp.sg,look,"imp, sg",
784,b-imaːn,be-prs.3sg,be,"prs, 3sg",
785,ʦʰin-esa,cut-fut.2sg,cut,"fut, 2sg",
786,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
787,ʥa-us,say-pst.3sg,say,"pst, 3sg",
788,di,go.cv,go,cv,cv
789,bot,be.pst.3pl,be,"pst, 3pl",
790,ke,do.cv,do,cv,cv
791,tʰo-i,put-cv,put,cv,cv
792,wa-idaːus,make-dist.pst.3sg,make,"dist, pst, 3sg",
793,fed-ot,arrive-pst.3pl,arrive,"pst, 3pl",
794,fed-imi,arrive,arrive,,
795,ta-won,see-pst.3pl,see,"pst, 3pl",
796,ta-i,see-cv,see,cv,cv
797,urzaː ɬi,fly,fly,,
798,urzaː ɬi,fly,fly,,
799,gait,go.pst.3pl,go,"pst, 3pl",
800,tʰanet,be.prs.3pl,be,"prs, 3pl",
801,ʥa-i,say-cv,say,cv,cv
802,baːn-iki,cry,cry,,
803,bui,be.pst.3f.sg,be,"pst, 3f, sg",
804,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
805,baːn-ik-e,cry-vn-erg/ins,cry,"vn, erg/ins",vn
806,b-imaːn,be-prs.3sg,be,"prs, 3sg",
807,ʥa,say,say,,
808,di,go.cv,go,cv,cv
809,nesi,come_out.cv,come_out,cv,cv
810,bui,be.pst.3f.sg,be,"pst, 3f, sg",
811,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
812,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
813,bot,be.pst.3pl,be,"pst, 3pl",
814,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
815,bot,be.pst.3pl,be,"pst, 3pl",
816,bua,be.pst.3m.sg,be,"pst, 3m, sg",
817,taŋga-i,throw-cv,throw,cv,cv
818,taŋga-o,throw-pst.2pl,throw,"pst, 2pl",
819,ʑu-i,eat-cv,eat,cv,cv
820,baːl-i,look-cv,look,cv,cv
821,ʥa-won,say-pst.3pl,say,"pst, 3pl",
822,bok,be.pst.1pl,be,"pst, 1pl",
823,ke-jik,do-vn,do,vn,vn
824,ke-us,do-pst.3sg,do,"pst, 3sg",
825,taŋga-mes-aː,throw-prs.2sg-q,throw,"prs, 2sg, q",
826,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
827,taŋga-itum,throw-prf.1sg,throw,"prf, 1sg",
828,lis-ua,fall-pst.3m.sg,fall,"pst, 3m, sg",
829,ʥa-i,say-cv,say,cv,cv
830,baːn-a,cry-obl,cry,obl,
831,ke-ji,do-cv,do,cv,cv
832,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
833,uʂʈ-i,get_up-f,get_up,f,
834,gait,go.pst.3pl,go,"pst, 3pl",
835,gait,go.pst.3pl,go,"pst, 3pl",
836,di,go.cv,go,cv,cv
837,nes-ui,come_out-pst.3f.sg,come_out,"pst, 3f, sg",
838,nes-ui,come_out-pst.3f.sg,come_out,"pst, 3f, sg",
839,bui,be.pst.3f.sg,be,"pst, 3f, sg",
840,ke-us,do-pst.3sg,do,"pst, 3sg",
841,ʥa-us,say-pst.3sg,say,"pst, 3sg",
842,ker-a,do-imp.sg,do,"imp, sg",
843,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
844,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
845,kejma,do-fut.1sg,do,"fut, 1sg",
846,ker-a,do-imp.sg,do,"imp, sg",
847,go-i,take-cv,take,cv,cv
848,ke-us,do-pst.3sg,do,"pst, 3sg",
849,ke-us-ãː,do-pst.3sg-dat,do,"pst, 3sg, dat",
850,dal-uwa,split-pst.3m.sg,split,"pst, 3m, sg",
851,naŋga-i,throw-cv,throw,cv,cv
852,dal-ua,split-pst.3m.sg,split,"pst, 3m, sg",
853,ɬeʨ-i,get_into-cv,get_into,cv,cv
854,niɕ-i,sit-cv,sit,cv,cv
855,niɕ-i-i,sit-cv,sit,cv,cv
856,ʥa-maːn,say-prs.3sg,say,"prs, 3sg",
857,ʥa-i,say-cv,say,cv,cv
858,ke-i,do-cv,do,cv,cv
859,bui,be.pst.3f.sg,be,"pst, 3f, sg",
860,waɽ-us,leave-pst.3sg,leave,"pst, 3sg",
861,ʥa-us,say-pst.3sg,say,"pst, 3sg",
862,ker-i,do-cv,do,cv,cv
863,ʦʰin-u,cut-imp.pl,cut,"imp, pl",
864,ke-jika,do-fut.1pl,do,"fut, 1pl",
865,ʥ-i,come-cv,come,cv,cv
866,baːl-us-ãː,look-pst.3sg-dat,look,"pst, 3sg, dat",
867,aːjat,come.pst.3pl,come,"pst, 3pl",
868,ʥ-i,come-cv,come,cv,cv
869,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
870,ɬ-imet-ãː,give-prs.3pl-dat,give,"prs, 3pl, dat",
871,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
872,waɽ-o,leave-pst.2pl,leave,"pst, 2pl",
873,waɽ-o,leave-pst.2pl,leave,"pst, 2pl",
874,tʰanem,be.prs.1m.sg,be,"prs, 1m, sg",
875,wai-maːniu,make-prs.2pl,make,"prs, 2pl",
876,ke-tum,do-prf.1sg,do,"prf, 1sg",
877,feda-maːniu,reach-prs.2pl,reach,"prs, 2pl",
878,ʥa-i,say-cv,say,cv,cv
879,ke-us,do-pst.3sg,do,"pst, 3sg",
880,nes-i,come_out-cv,come_out,cv,cv
881,ɖe-wot,run_away-pst.3pl,run_away,"pst, 3pl",
882,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
883,gait,go.pst.3pl,go,"pst, 3pl",
884,di,go.cv,go,cv,cv
885,ʥa-won,say-pst.3pl,say,"pst, 3pl",
886,leɽa-idaːu,show-dist.pst.2sg,show,"dist, pst, 2sg",
887,ʦʰin-imaːnbok-ãː,cut-prs.3sg-be.pst.1pl-dat,cut,"prs, 3sg, be, pst, 1pl, dat",
888,ʦʰin-imaːnbok-ãːʦʰin-imaːnbok-ãː,cut-prs.3sg-be.pst.1pl-dat-cut-prs.3sg-be.pst.1pl-dat,cut,"prs, 3sg, be, pst, 1pl, dat, cut, prs, 3sg, be, pst, 1pl, dat",
889,aːj-i,come-cv,come,cv,cv
890,ke-tum,do-prf.1sg,do,"prf, 1sg",
891,waɽ-o,leave-pst.2pl,leave,"pst, 2pl",
892,wai-maːniu,make-prs.2pl,make,"prs, 2pl",
893,ʥa-i,say-cv,say,cv,cv
894,aːj-i,come-cv,come,cv,cv
895,ʥa-won-ãː,say-pst.3pl-dat,say,"pst, 3pl, dat",
896,uʂʈ-ua,get_up-pst.3m.sg,get_up,"pst, 3m, sg",
897,uʂʈ-i,get_up-cv,get_up,cv,cv
898,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
899,ke-maːniu,do-prs.2pl,do,"prs, 2pl",
900,ʥ-iu,come-imp.pl,come,"imp, pl",
901,ɬ-iu,give-imp.pl,give,"imp, pl",
902,ɬ-iton-āː,give-prf.3pl-dat,give,"prf, 3pl, dat",
903,aːj-i,come-cv,come,cv,cv
904,aːj-i,come-cv,come,cv,cv
905,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
906,ʥa-i,say-cv,say,cv,cv
907,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
908,baːl-i,look-cv,look,cv,cv
909,ʥa-us-e,say-pst.3sg,say,"pst, 3sg",
910,ʦʰɪn-imek,cut-prs.1pl,cut,"prs, 1pl",
911,ʂaʦ-imaːn,get_injured-ptcp.ipf,get_injured,"ptcp, ipf",
912,tʰinis,be.prs.2f.sg,be,"prs, 2f, sg",
913,nes,come_out,come_out,,
914,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
915,ʥa-us,say-pst.3sg,say,"pst, 3sg",
916,tʰinim,be.prs.1f.sg,be,"prs, 1f, sg",
917,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
918,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
919,tʰo-us,put-pst.3sg,put,"pst, 3sg",
920,tʰo-us,put-pst.3sg,put,"pst, 3sg",
921,tʰo-ji,put-cv,put,cv,cv
922,nes,come_out,come_out,,
923,ʥa-us,say-pst.3sg,say,"pst, 3sg",
